Claim,Evidence,label
Private universities should be banned,"Notwithstanding some reputable achievements, throughout most of the 20th century its research activities -normally financed independently or under private sponsorship- were rather scarce in comparison to public universities such as the National Autonomous University of Mexico or the National Polytechnic Institute, whose budgets make up to 30% of the federal spending in higher education and, as such, are heavily financed by the government through the federal budget [REF].",0
We should legalize prostitution,Prostitution is often directly linked to low-level government corruption.,1
We should fight for Palestinian independence,Waters also argues that while the transfer of Israeli Arabs to a Palestinian state would harm their interests (e.g.,0
Hunting should be banned,"With more American dual champions (dogs with titles in both conformation shows and field trials) than any other breed,[REF] the Brittany maintains strong hunting instincts in all bloodlines.",0
We should subsidize electric cars,Production and conversion electric cars typically use 10 to 23 kW·h/100 km (0.17 to 0.37 kW·h/mi) [REF]. Approximately 20% of this power consumption is due to inefficiencies in charging the batteries.,0
Boarding schools should be abolished,"As early as 1879, Native American day schools and boarding schools were using education to assimilate American Indians into Christian, European culture [REF].",0
Holocaust denial should be a criminal offence,"Key points in this ruling were that she had never distanced herself from her husband's activities in the extreme right, and that in the past had been a vocal public opponent of the Verbotsgesetz 1947 law banning Holocaust denial [REF].",1
We should further exploit natural gas,Solar water heating can reduce CO2 emissions of a family of four by 1 ton/year (if replacing natural gas) or 3 ton/year (if replacing electricity) [REF].,0
We should increase gun control,Gun control advocates also favor CAP laws as a means of preventing gun suicides,1
We should lower the drinking age,"In a Democratic debate during the 2008 Presidential Election, Kucinich and Mike Gravel were the only two candidates who favored lowering the legal drinking age to 18 as it is in the vast majority of the world.",1
We should abandon democracy,"The autocratic leaders misunderstand the conciliatory methods used by democracies and oligarchies, seeing it as an admission of weakness that can be exploited with little risk.",0
We should abolish primary elections,"Jones, which had held that California's blanket primary violated the First Amendment (despite the fact that the Court explicitly differentiated - albeit in dicta - the blanket primary from the open primary in Jones), on McKinney's behalf, five voters claimed that the open primary system was unconstitutional, operating in violation of the Equal Protection Clause of the Fourteenth Amendment, the associational right protected by the First Amendment, and various statutory rights protected by § 2 of the Voting Rights Act [REF].",0
We should ban organic food,"As the United Nations has reported that ""livestock is a major threat to environment""[REF][REF] all food is vegan, mostly organic and locally sourced to minimise food miles, provided by communal neighbourhood kitchens, many associated with the Social Centres Network.",0
We should subsidize public service broadcasters,"TVP2, Telewizja Polska S.A.; An entertainment channel of Poland's national public broadcaster.",0
We should abandon television,"By Directive of the European Commission, all television services transmitted to viewers in the European Community must use a transmission system that has been standardized by a recognized European standardization body,[REF] and such a standard has been developed and codified by the DVB Project, Digital Video Broadcasting (DVB); Framing structure, channel coding and modulation for digital terrestrial television [REF].",0
We should ban trans fats usage in food,"Another study considered deaths due to CHD, with consumption of trans fats being linked to an increase in mortality, and consumption of polyunsaturated fats being linked to a decrease in mortality [REF",1
We should increase immigration to the United States,"The IPC generally favors expanded opportunities for immigration at all skill levels, opposes deportations of illegal immigrants and legal immigrants who violate visa terms or other laws, and favors a path to citizenship for current (legal and illegal) immigrants as well as future immigrants to the United States [REF].",1
We should abandon television,The UHF television impact policy (1960-1988) allowed applications for new VHF TV stations to be opposed in cases where licensure could lead to the economic failure of an existing UHF TV broadcaster [REF].,0
We should abandon democracy,"Hüttenberger argued that democracy is a form of ""symmetrical"" rule, and therefore merely being an opposition party under a democracy does not qualify as resistance [REF].",0
We should ban human cloning,"Mary Seller, for example, a member of the Church of England's Board of Social Responsibility and a professor of developmental genetics, states, ""Cloning, like all science, must be used responsibly. Cloning humans is not desirable",1
We should fight nationalism,"A total of 7 columns (the equivalent of a corps) of the communist Central China Field Army (the equivalent of an army group) and 2 columns of the communist Eastern China Field Army would be tasked to annihilate the nationalist 12th Army in the region to the south of Kuai River(zh:澮河), while the main force of the communist Eastern China Field Army would be tasked to prevent any nationalist troops in Xuzhou and Bangbu (zh:蚌埠) from reinforcing the nationalist 12th Army.",0
Organ donation should be mandatory,Organ donation is more common in this group compared to other causes of death.,0
We should ban beauty contests,"In 2008, a new production team took over the contest, calling it ""Realmente Bella"" and transforming the beauty pageant into a reality show.",0
violent games affect students positively and not negatively,"Many studies have been done on gaming and its integration into the classroom in order to support the educator. ""The use of gaming has the ability to actively involve students in learning.""[REF] On-line gaming is especially important in helping students build collaborative skills while completing given tasks",1
We should abandon the insanity plea,"The standard for an insanity defense developed by the American Law Institute requires a showing that the defendant's mental illness prevented him from abiding by the law. Traditionally, under English common law intoxication, no matter to what degree, was not considered grounds for excusing the defendant's criminal behavior.",0
We should introduce recall elections,"Since the constitutional reforms, it has also been possible for a candidate to run against a serving chief judge if one third of the city's senior judges sign a petition calling for a recall election.",0
We should subsidize higher education,About 6.8% of cheaters in higher education use this form of neutralization [REF].,0
We should ban boxing,"The editor, Dr. George Lundberg, called boxing an ""obscenity"" that ""should not be sanctioned by any civilized society.""",1
We should subsidize distance education,"NEBB publishes home study courses, technical manuals, and training materials for industry use.",0
We should adopt direct democracy,"A civil rights referendum or human rights referendum is any act of direct democracy which allows for a vote on the granting or amendment of current civil rights, liberties or associations as recognized by a government.",0
We should ban alcoholic beverages,"Wernicke-Korsakoff syndrome (WKS) is a severe neurological disorder caused by thiamine (vitamin B1) deficiency, and is usually associated with chronic excessive alcohol consumption.",1
We should abolish intellectual property rights,"Also, that the enforcement of intellectual property rights (IPRs), including patent, trademark, and copyright law, must be ""accomplished in a manner that does not impede innovation or competition, undermine IPR limitations and personal data protection, restrict the free flow of information or unduly burden legitimate trade.""",1
We should limit the use of birth control,"To receive the money, clients have to show evidence they have been arrested on a drug-related offence, or provide a doctor's certificate saying they use drugs, and further evidence is needed confirming that the birth-control procedure has taken place [REF].",0
We should increase immigration to the United States,Other studies have found that second generation immigrant groups' earnings are in line with native born groups [REF].,0
We should further exploit wind turbines,Wind turbines can be designed and validated according to IEC 61400 standards [REF].,0
We should ban abortions,"In a May 2010 opinion piece in The Washington Post's ""On Faith"" blog, co-authored with Lynn Sherr, Gordon noted that Anthony's statements on abortion are limited to a single, ambiguous diary entry, and concluded that, ""Anthony spent no time on the politics of abortion.",0
We should further exploit geothermal energy,"Iceland's abundant geothermal energy has also enabled renewable energy initiatives, such as Carbon Recycling International's carbon dioxide to methanol fuel process, which could help reduce Iceland's dependence on fossil fuels [REF].",1
We should legalize ivory trade,Ras Tessema monopolized the ivory trade and controlled it for his own benefits.,0
We should abolish the two-party system,"Soon after concluding that Gabon had an insufficient number of people for a two-party system, the two party leaders agreed on a single list of candidates.",0
We should fight nationalism,"Fermanagh and South Tyrone by-election, April 1981: Election of Maze prison hunger-striker Bobby Sands demonstrated that nationalist voters could support violent Republican candidates; taken by the Republican movement as a vindication of their stance.",0
We should ban alcoholic beverages,Another study found no relationship between alcohol consumption and risk of kidney cancer among either men or women [REF].,1
We should subsidize higher education,"There are 192 institutions catering for compulsory education, 42 schools for upper secondary education and 9 higher education institutions [REF].",0
We should abolish marriage,A marriage that takes place without the consent of the girl is not an effective legal marriage [REF].,0
We should fight nationalism,"British historian of fascism Stanley G. Payne, who noted that the Legion benefited from the 400% increase in university enrollment (""proportionately more than anywhere else in Europe""), has described the Captain and his network of disciples as ""a revolutionary alliance of students and poor peasants"", which centered on the ""new underemployed intelligentsia prone to radical nationalism"" [REF].",0
We should ban alternative medicine,"CSI conducts and publishes investigations into Bigfoot and UFO sightings, psychics, astrologers, alternative medicine, religious cults, and paranormal or pseudoscientific claims.",0
We should subsidize public transportation,In order it deliver good public transport connections governments need to show a strong regulatory approach to individual car usage in and around to activity centres.,1
We should abandon television,"In 2008, PTC published a report titled Happily Never After, using analysis of several primetime shows early in the 2007-2008 television season to assert that extramarital sex is favored on television shows [REF].",0
We should disband the United Nations,The study also cites documents demonstrating that key evidence presented by Colin Powell to the United Nations in February 2003 had been severely misinterpreted by the U.S. government.,0
We should adopt direct democracy,"The Social Democratic campaign was taken statewide for the first time in the fall of 1898, with a platform calling for establishment of a progressive income tax and a new property tax to replace the current system of taxation, universal suffrage for all literate adults, establishment of the initiative and referendum, abolition of the veto power of the governor, abolition of the Wisconsin State Senate, and prohibition of child labor and night work for women [REF].",0
Surrogacy should be banned,"Some states facilitate surrogacy and surrogacy contracts, others simply refuse to enforce them, and some penalize commercial surrogacy.",0
We should further exploit wind turbines,"Wind turbines can be used to generate electricity in areas with strong, steady winds, sometimes offshore.",0
Community service should be mandatory,TLC - Teens Leading and Learning through Community Service provides students with opportunities for volunteer service within the local communities.,0
Boarding schools should be abolished,"Literally, the first part of the line means ""drink up your beer and collect your cigarettes"", though in this case it is likely a double entendre referring both to a group of friends hurriedly leaving a pub, and to the British boarding school practice of fagging; a hierarchical authority structure in which younger students acted as personal servants to those in higher forms.",0
We should adopt libertarianism,"Singleton differed with Fontova's view on libertarian opponents of America's Cuban embargo, saying that, ""The embargo has been completely ineffective but created an excuse for Cuba's poor economic performance.""",0
We should disband NATO,"Yugoslavia claimed that NATO attacks caused between 1,200 and 5,700 civilian casualties.",0
We should cancel the speed limit,Speed limits may not be enforced for speeds close to the legal limit.,0
We should subsidize public service broadcasters,Broadcasting in Ireland is divided into public service and commercial broadcasting sectors.,0
Physical education should be mandatory,All middle school and high school students are required to take physical education.,1
We should subsidize higher education,"In 1881, Nova Scotia ""abandoned the public support of universities and colleges"" [REF].",0
Holocaust denial should be a criminal offence,"On repeated occasions, the WJC has urged countries to ensure that Holocaust denial is publicly condemned and fought.",1
We should introduce school vouchers,"In 2006, the Court struck down a law passed by the Florida State Legislature that had created the United States' first statewide education voucher program.",1
We should subsidize journalism,Wayne State University offers a widely respected journalism program.,0
We should fight urbanization,"According to Professor Lu Dadao, president of the Geographical Society of China (GSC), China's urbanization took 22 years to increase to 39.1% from 17.9%.",0
Single-sex schools should be banned,"Mr Insull the Principal at the time suggested that ""the time would come when the board would have to consider the question of separate boys' and girls' schools .. and that the girls school might be established on the other side of town (Mclauchlan Street)"".",0
Private universities should be banned,"In the ""1,000 Enterprises' Favorite College Graduates"" survey, conducted by the well-known Common Wealth (Cheers) Magazine, Tamkang University was ranked number one for eleven consecutive years on the list of local private universities.",0
We should ban school uniforms,"On January 18, 1994, the LBUSD Board of Education voted to require school uniforms in all elementary and middle schools, with the wearing of school uniforms to start in September 1994 [REF].",1
We should introduce school vouchers,"Indeed, there is evidence that school vouchers result in cost savings for school systems.",1
We should disband NASA,A 2004 study supported by NASA's Institute for Advanced Concepts took this idea further [REF].,0
Sex education should be mandatory,"The supporting research in this test, after controlling for sex, education, and other health-related issues, show that greater age was associated with lower hit and greater false alarm rates, and also a more liberal bias response on recognition tests [REF].",0
We should subsidize journalism,"Therefore viewers are primed to pay more attention to future information, which is consistent with the automatically activated attitudes formed by war journalism.",0
We should legalize doping in sport,A sample for an out-of-competition drugs test that Chambers had provided in Germany on 1 August 2003 was re-examined in October and subsequently tested positive for banned substances [REF].,0
We should abandon the insanity plea,"In federal court, and in Arizona, the burden is placed on the defendant, who must prove insanity by clear and convincing evidence ",0
We should raise the retirement age,"The reforms increased the payroll tax rate, slowly increased the full benefit retirement age to 67 and taxed some of the benefits.",0
We should ban fast food,"Negotiations between the Food Standards Agency (FSA) and fast food companies were initiated in a collective effort to improve children's diets, though Burger King withdrew from the discussions [REF].",0
Community service should be mandatory,"Domestically, Dodd proposed mandatory community service for all high school students,[REF] and fought to improve child care and health care,[REF] and worked to stop predatory lending by credit card companies [REF].",1
We should ban extreme sports,"In 1964, Marshall McLuhan, a noted media theorist, suggested in his book, Understanding Media: The Extensions of Man, that ""[t]he games people play reveal a great deal about them [REF]. "" This was built upon in the early 1980s in an anti-video-game crusade spearheaded by the former Long Island PTA president, Ronnie Lamm, who spoke about her cause on the MacNeil/Lehrer NewsHour in December 1982 [REF].",0
We should further exploit wind power,"Bird deaths due to other human activities and cats total between 797 million and 5.29 billion per year in the U.S. Additionally, while many studies concentrate on the analysis of bird deaths, few have been conducted on the reductions of bird births, which are the additional consequences of the various pollution sources that wind power partially mitigates [REF].",0
We should ban lotteries,"The library, which is named for a 1956 graduate of the College of Law, includes multiple study rooms that can be reserved for student use, and study carrels which are assigned to students through a lottery run by the Potter Law Club.",0
We should abandon the insanity plea,"The legislation proposes to create a ""high risk"" designation for people found guilty of a crime but not criminally responsible due to a mental disorder and enshrines in law that the safety of the public is paramount in deciding whether and how such a person can re-enter society [REF].",0
We should legalize prostitution,"In Winnipeg, evidence was given at a 2008 inquest that hundreds of children, some as young as eight years old, are selling sex to adult men for money, drugs and even food and shelter. It is estimated that 70% of the prostituted girls are Aboriginal, more than 70% are wards of Child and Family Services, and more than 80% get involved after running away from their placements [REF]",1
We should adopt atheism,"In fact, many modern philosophers of science,[REF] including atheists,[REF] refer to the long-standing convention in the scientific method that observable events in nature should be explained by natural causes, with the distinction that it does not assume the actual existence or non-existence of the supernatural.",0
We should fight global warming,Scientific evidence indicates that recent global warming is caused by human activity.,1
We should end international aid,"Since 2010, evidence shows that Social Networking sites have been mobilizing to aid and leverage this user behavior.",0
We should legalize prostitution,"Ronald Weitzer, a well-known proponent for the legalization/decriminalization of prostitution, stated that the use of nonscientific evidence about prostitution has contributed to a ""moral panic"" because opponents commonly use the argument that prostitution is inherently violent and unable to be regulated.",1
We should protect Antarctica,Lead with the isotope signature of the Broken Hill deposits has been found across the entire continent of Antarctica in ice cores dating back to the late nineteenth century [REF].,0
We should disband ASEAN,The general rule is that local ASEAN content must be at least 40% of the FOB value of the good.,0
We should further exploit small modular reactors,"Babcock & Wilcox announced on February 20, 2013, that they had contracted with the Tennessee Valley Authority to apply for permits to build an mPower small modular reactor at TVA's Clinch River site in Oak Ridge, Tennessee [REF].",1
We should subsidize journalism,"Others, such as Peter Preston, former editor of The Guardian, see the issue as over-wrought, saying that there was never a golden age of journalism in which journalists were not subject to such pressures [REF].",0
We should abolish intellectual property rights,"Most discussion was focused on the ""Enforcement of Intellectual Property Rights"" (IPR) chapter 2, which had the four sections also present (but slightly differently named) in the final version: Civil Enforcement, Border Measures, Criminal Enforcement and Intellectual Property Rights Enforcement in the Digital Environment [REF].",0
We should abolish standardized tests,"Admissions criteria involve the rigor and grades earned in high school courses taken, the students' GPA, class ranking, and standardized test scores (Such as the SAT or the ACT tests).",0
We should abolish the Olympic Games,"Ellis said: ""A contrast in this place where the Olympic Games were created to honour Zeus - now those praying to the ancient gods are criticized for putting too much faith in the past.""",0
We should introduce school vouchers,"Unlike many Democrats, he said he was ""open"" to Sam Brownback's proposal to implement a flat tax in D.C., and he supported school vouchers.",1
We should ban racial profiling,"It is argued that the passage of these laws and provisions by the national government leads to justification of preventative methods, such as racial profiling, that has been controversial for racial profiling and leads to further minority distrust in the national government [REF].",1
We should ban extreme sports,"In 1981, Taito released Alpine Ski, an early extreme sport game, based on winter sports.",0
Private universities should be banned,"WHU-Otto Beisheim School of Management (formerly: Wissenschaftliche Hochschule für Unternehmensführung), is a private university founded in 1984 in Koblenz.",0
We should increase international volunteering,"Another ongoing controversy with voluntourism includes Orphanage Tourism, the act of traveling as a volunteer to an orphanage overseas to spend a short period of time working directly with the children.",0
We should adopt mobile payments,"On 27 January 2011, Everything Everywhere and Barclaycard announced that they would be jointly introducing the UK's first contactless mobile payments system for consumers by early summer 2011 [REF].",0
We should disband ASEAN,"Minh also stated that ""Timor Leste is not yet ready to join ASEAN.",0
We should fight nationalism,"Madison in 1809 used national troops to enforce a Supreme Court decision in Pennsylvania, appointed an ""extreme nationalist"" in Joseph Story to the Supreme Court, signed the bill creating the Second Bank of the United States, and called for a constitutional amendment to promote internal improvements [REF].",0
We should end daylight saving times,"The decision announced by the Premier on 7 June 2010 was that her Government would not support the Bill, because regional Queenslanders were overwhelmingly opposed to daylight saving [REF].",1
We should further exploit geothermal energy,Geothermal energy is a type of renewable energy that encourages conservation of natural resources.,0
We should ban gambling,Betting on team sports has become an important service industry in many countries.,0
We should ban abortions,"A National Opinion Research Center poll in 1965 showed 73% supported abortion when the mother's life was at risk, 57% when birth defects were present and 59% for pregnancies resulting from rape or incest.",1
We should ban alcoholic beverages,Moderation Management is a programme which helps drinkers to cut back on their consumption of alcohol by encouraging safe drinking behaviour.,0
We should abolish the two-party system,Marlborough mediated between the two parties but favoured the Dutch position.,0
We should further exploit sustainable energies,"The Natural Resources Defense Council (NRDC) ""supports the goals of Senator Feinstein's legislation and believes that it is an important step toward balancing America's need to shift to clean energy with the need to protect unique and sensitive lands.""",1
We should increase gun control,"Consistently since the Heller ruling, the lower federal courts have ruled that almost all gun control measures as presently legislated are lawful and that according to UCLA professor of constitutional law Adam Winkler: ""What gun rights advocates are discovering is that the vast majority of gun control laws fit within these categories.""",1
We should cancel the Affordable Care Act,"Publicly Administered Health Insurance Although Congressman Bass recognizes a need for health care reform, he opposes the Patient Protection and Affordable Care Act (PPACA) and supports its repeal.",1
We should abolish marriage,Studies have also shown that there are increased feelings of marital enrichment through prayer [REF].,0
We should fight nationalism,"Radical nationalism in Italy-support for expansionism and cultural revolution to create a ""New Man"" and a ""New State""-began to grow in 1912 during the Italian conquest of Libya and was supported by Italian Futurists and members of the ANI [REF].",0
We should prohibit hydraulic fracturing,Hydraulic fracturing was banned in France in 2011 after public pressure [REF].,1
We should protect endangered species,"In 1999 a World Wildlife Fund international conservation officer, Stuart Chapman, said, ""The British government has turned a blind eye for over 20 years to these overseas territories which are home to many rare and endangered species.",1
We should ban private education,"The 2004 law says nothing about the wearing of Islamic dress in public (on the street), nor about wearing religious signs in higher education or private education establishments [REF].",0
We should abolish personality tests,"Assumptions shared by standardized personality tests, simply stated, are that humans possess characteristics or traits that are stable, vary from individual to individual, and can be measured [REF].",0
We should ban abortions,"The U.S. National Cancer Institute, which is part of the National Institutes of Health,[REF] found that ""induced abortion is not associated with an increase in breast cancer risk"", assigning this conclusion the strongest possible evidence rating [REF].",1
We should subsidize renewable energy,"Following the introduction of government Mandatory Renewable Energy Targets,[REF][REF] more opportunities have opened up for renewable energies such as wind power, photovoltaics, and solar thermal technologies.",0
We should abandon democracy,Critics have charged that the U.S. presidents have used democracy to justify military intervention abroad [REF].,0
We should ban alternative medicine,"Alternative medicine and mainstream medicine debates can also spill over into freedom of religion discussions, such as the right to decline lifesaving treatment for one's children because of religious beliefs [REF].",0
We should subsidize Wikipedia,"Of the many notable attendees of the Defying Ocean's End conference,[REF] those with their own Wikipedia pages include Chris Anderson, Dr. Farooq Azam, Jean-Michel Cousteau, Dr. Sylvia Earle, Cristina Mittermeier, Dr. Russell Mittermeier, Gordon Moore, Dr. Ransom A. Myers, Dr. Callum Roberts and David Sandalow.",0
We should ban boxing,A ring tragedy little more than a year later almost caused Baer to drop out of boxing for good.,0
We should ban the use of child actors,"In Poland, child actor identical twin brothers Lech and Jarosław Kaczyński became very successful politicians, at one time Lech being President and Jarosław the Prime Minister.",0
We should ban algorithmic trading,The example below shows how news analysis can be applied in the algorithmic order execution space with the purpose to arrive at more efficient algorithmic trading systems.,0
We should subsidize higher education,Researchers from the London School of Economics found that one reason for this trend was that the expansion of higher education in the UK disproportionately benefited those from better-off backgrounds.,0
We should further exploit natural gas,Some of these ancient animal evidence are found as fossils between the geologic strata near the abundant sections of coal seams and nearby natural gas (fossil fuel ranges) in the state.,0
We should abolish personality tests,Employers considering personality tests should focus on tests designed for job purposes and do not provide any information regarding an applicant's mental health or stability.,0
We should abandon coal mining,Coal mining can result in a number of adverse effects on the environment.,0
We should further exploit sustainable energies,"On behalf of NRDC, Watson advocated for sustainable energy policies and programs before several international financial institutions, including the World Bank, Inter-American Development Bank and European Bank for Reconstruction and Development, as well as several U.S. government agencies (USAID, Department of Energy, United States Treasury, Environmental Protection Agency, National Security Council, Office of Environmental Policy), to promote sustainable energy policies and programs in the developing world.",0
We should cancel the speed limit,"In July 2009, work to stabilise a length of embankment near Kirkby Thore and remove a long-standing permanent speed restriction was undertaken [REF].",0
We should abandon democracy,"A prominent economist, Amartya Sen, has noted that no functioning democracy has ever suffered a large scale famine [REF].",0
We should abolish the needle exchange programs,"Primary needle and syringe programme (""stand alone"" service) Secondary needle and syringe programme (such as incorporated within a pharmacy or health service) Mobile or on-call Service  Dispensing machine distribution (""vending machine"") Peer service: distribution networks  Peer service: ""flooding"" or mass distribution  Peer service: underground  Prison-based facilities  Distribution of bleach or other cleaning equipment (rather than needles and syringes) Ad hoc or informal distribution .",0
We should abolish foster care,"The stucco figures and the statues of saint, angels and the sacred heart of Jesus, his foster father St.",0
We should abolish the monarchy,"In June 2010, a national poll by the Association for Canadian Studies found decidedly lukewarm feelings about the concept of monarchy.",0
We should disband the United Nations,The Korean War was the first war in which the United Nations (UN) participated.,0
We should support a phase-out of lightweight plastic bags,Two attempts by the City of Fremantle in 2013 and 2015 to introduce a citywide plastic bag ban were blocked through disallowance motions moved in the Western Australian Legislative Council [REF].,1
We should ban cosmetic surgery,"When compared with traditional multi-port laparoscopic techniques, benefits of SPL techniques include less postoperative pain, less blood loss, faster recovery time, and better cosmetic results.",0
Bullfighting should be banned,"Bulls that have killed people are classified as muy buenos (very good); fiestas starring such bulls attract more people than usual, and bullfighting clubs will pay more money to exhibit them [REF].",0
We should end affirmative action,"Lastly, the report recommended that greater emphasis be placed on providing professional training to Ethiopian immigrants and that affirmative action be considered to aid their inclusion in public service jobs.",1
We should legalize doping in sport,"Noting the difficulties her sport has had with doping, she set a personal goal for the future of being ""the first world-record holder that's a clean world record"" [REF].",0
We should ban whaling,In 1972 the United Nations Conference on the Human Environment[REF] at Stockholm adopted a proposal that recommended a ten-year moratorium on commercial whaling to allow whale stocks to recover [REF].,1
We should protect whistleblowers,"The WPA recognized that whistleblowing federal employees ""serve the public interest by assisting in the elimination of fraud, waste, abuse, and unnecessary government expenditures.""[REF]",0
We should abolish intelligence tests,"Several studies indicate that methylmercury is linked to subtle developmental deficits in children exposed in-utero such as loss of IQ points, and decreased performance in tests of language skills, memory function and attention deficits [REF].",0
We should legalize prostitution,"On the contrary, some commentators contend that legally recognising the sex industry, in conjunction with further economic development, will ultimately reduce the number of women in prostitution [REF].",1
We should abolish capital punishment,"In 2006 and 2007, the UNHCR and Martin Scheinin were critical of the United States regard permitting executions by lethal injection, housing children in adult jails, subjecting prisoners to prolonged isolation in supermax prisons, using enhanced interrogation techniques and domestic poverty gaps [REF].",0
We should ban whaling,"Like its predecessor, the research whaling program takes place near Antarctica.",0
We should disband the United Nations,"Acting in that agreed-upon treaty capacity, the General Assembly affirmed the principles of international law that were recognized by the Charter of the Nuremberg Tribunal and directed that they should be codified [REF]. Many of those same principles were subsequently adopted for inclusion in draft treaties that were under development by the International Law Commission of the United Nations.",0
We should ban abortions,"The bill, known as the Criminal Law Amendment Act, 1968-69, was passed on May 14, 1969, and provided for abortions when the health of the woman was in danger as determined by a three-doctor hospital committee.",1
We should lower the age of consent,"During this period, Toews also argued that religious organizations should be permitted to deny gay organizations the use of their facilities, supported increasing the age of sexual consent in Canada from fourteen to sixteen, and opposed the decriminalization of cannabis [REF].",1
We should prohibit corporal punishment,"Corporal punishment by parents has been linked to increased aggression, mental health problems, impaired cognitive development, and drug and alcohol abuse [REF].",1
We should not subsidize cultivation of tobacco,"The missionaries proposed a scheme to start a tobacco plantation using Christian Javanese to train the Papuans, and were given 5,000 guilders by the Dutch and two Christian Javanese tobacco farmers.",0
We should lower the drinking age,"In 2007, the drinking age debate in the United States was renewed when Choose Responsibility began promoting the lowering of the drinking age coupled with education and rules to persuade people to drink responsibly before they are of legal age.",0
We should end cheerleading,"Baseball, Basketball (Boys & Girls), Bowling (co-ed), Cheerleading, Crew (co-ed), Cross Country (Boys & Girls), Fencing (co-ed), Football, Golf (Boys & Girls), Lacrosse (Boys & Girls), Soccer (Boys & Girls), Softball, Swimming (co-ed), Tennis (co-ed), and Volleyball (Boys & Girls).",0
We should abolish capital punishment,According to the European Commission on Enlargement of the EU Turkey continued to make progress on the execution of ECtHR judgments.,0
We should abandon television,"Based on his study, Robinson commented that the pleasurable effects of television may be likened to an addictive activity, producing ""momentary pleasure but long-term misery and regret.""[REF] .",0
Community service should be mandatory,"Also within the Foundation is The Associate Board of NorthShore University HealthSystem, a fund-raising organization of young professionals providing members with philanthropic, educational and community service programs to benefit NorthShore and the community.",0
We should subsidize public transportation,"The problem arises because many of the entry level jobs which are sought out by those with little education are typically located in suburban areas. Those jobs are also not very accessible by public transportation because the transportation was often designed to move people around cities, which becomes a problem when the jobs are no longer located in the cities.",0
firearms recovered in Mexico came from U.S. gun dealers,"Since 1996, the ATF has traced more than 62,000 firearms smuggled into Mexico from the United States [REF",1
We should abolish intellectual property rights,"He argues that intellectual property laws can actually hinder innovation, since competitors can be indefinitely discouraged from further research expenditures in the general area covered by the patent because the courts may hold their improvements as infringements on the previous patent, and the patent holder is discouraged from engaging in further research in this field because the privilege discourages his improvement of his invention for the entire period of the patent, with the assurance that no competitor can trespass on his domain [REF].",1
We should subsidize journalism,"""We have tried to do two things: encourage students to think of journalism as a grand opportunity for public service, and to promote a deeper understanding of a remarkable region that struggles to adapt to changing times,"" wrote Tiner in his introduction to the project [REF].",1
We should abolish term limits,"Many of the proposals center around a term limit for Justices that would be 18 years (Larry Sabato, Professor of Political Science at University of Virginia, suggested between 15 and 18 years) [REF].",0
Organ donation should be mandatory,"The ODTF's second report, published in November 2008, unanimously opposed a change in the law to a system of presumed consent [REF].",0
We should abolish the needle exchange programs,"The bulk of funding has come from state and local governments,[REF] since for most of the last several decades, federal funding for needle exchange programs has been specifically banned [REF].",0
We should abolish the two-party system,The Monarch then commissions the leader of the new majority party to form a new government.,0
We should ban herbal medicine,"Tumblety's medicinal approach was based on herbal remedies over mineral ""poisons"" (mercury) or surgical techniques [REF].",0
We should further exploit wind turbines,"Wind turbines are much more feasible for those living in rural areas[REF] and are one of the most cost-effective forms of renewable energy per kilowatt, approaching the cost of fossil fuels, and have quick paybacks [REF].",1
We should increase immigration to the United States,"The IPC has published many backgrounders on the topic of immigration and crime in the United States, all pointing towards the conclusion that immigrants to the United States appear to commit less crime and have lower incarceration rates than native-born Americans [REF].",1
We should ban alcoholic beverages,"Focal neurological signs such as these might reflect the effects of some prescribed psychiatric medications, chronic drug or alcohol use, head injuries, tumors or other brain disorders [REF].",0
We should ban fast food,"According to the Massachusetts Medical Society Committee on Nutrition, fast foods are commonly high in fat content, and studies have found associations between fast food intake and increased body mass index (BMI) and weight gain [REF]. In particular many fast foods are high in saturated fats which are widely held to be a risk factor in heart disease [REF].",1
We should increase fuel tax,"Since 1993, the US federal gasoline tax has been 18.4¢/gal (4.86¢/L).",0
We should disband the United Nations,"The United Nations considers the Shebaa Farms to be Syrian territory, not Lebanese and has stated that Israel has withdrawn from all Lebanese territory.",0
We should abolish the Olympic Games,"Himl said that, after the Olympic Games ended, various Eastern bloc countries would hold their own sport events in Olympic disciplines [REF].",0
We should abolish the needle exchange programs,"Epidemiological research demonstrating that syringe access programs are both effective and cost-effective helped to change state and local NEP-operation laws, as well as the status of syringe possession more broadly [REF].",1
We should legalize prostitution,"Whilst such campaigns may have failed to eradicate prostitution in toto, there is some evidence that regulation of China's recreational venues has helped to create a legitimate female service worker with the right to refuse to engage in practices repugnant to the ""valid labour contract"", as well as the right to be free from sexual harassment in the workplace [REF].",1
Casinos should be banned,"In a year 2000 study by the state of Indiana, 51.4% of casino employees are female, 12.9% are minorities, and 42.3% of employees coming from places other than Harrison, Floyd, and Clark County, Indiana.",0
We should protect Antarctica,Scientists have observed that Antarctic hair grass is colonizing areas of Antarctica where previously their survival range was limited [REF].,0
We should ban lotteries,The World Lotteries Association has actively organised events for its members to discuss and promote best practice in terms of Responsible Gaming.,0
We should disband NATO,"NATO therefore proposed measures such as the implementation of bases, Cypriot membership into NATO, making the island a NATO-trust territory; however, the internationalization of the Cypriot problem through the UN undermined NATO initiatives.",0
We should legalize same sex marriage,A 2007 survey of Conservative Jewish leaders and activists showed that an overwhelming majority now supports gay rabbinical ordination and same-sex marriage [REF].,1
