premise,hypothesis,label
um you know i enjoy being here i don't know if i'd ever you know i might go back there eventually one day it's a depressed area uh right now you know,I might go back there because I like that area.,1
okay well is your does your city have mandatory recycling uh recycling,It's amazing that you don't have to recycle.,0
"There are also cars, scooters, and taxis available for hire.",Cars will be available for hire.,1
and so i'll turn on the TV and just i can hear it back in the bathroom and you know keep up kind of what's going on in the world so i'll do either CNN or Good Morning America or something like that but from time to time,I like to watch sports on the TV.,1
The final rule contains information collections which are subject to review by the Office of Management and Budget under the Paperwork Reduction Act.,Information collections are not subject to review.,0
oh i've done maybe four or five,I have finished maybe four of five out of the ten we have.,1
"The focus of the Laboratory's research program is on methods for the prevention and control of pollution to air, land, water, and subsurface resources, protection of water quality in public water systems; remediation of contaminated sites and groundwater; and prevention and control of indoor air pollution.",There has been some talk of expanding the scope of the research program.,1
"May we go up?""",May we head down?,0
Turn left into the Via Doloroseand continue to the Lions' (or St. Stephen's) Gate at the end of the road.,You need to pass the Via Doloroseand to see the place.,1
My heart rate skipped.,My heart was beating 200 times a minute.,1
The DO concentration must not fall below,The DO concentration is irrelevant.,0
"How'd that get there? He lifted the canvas, looked in, and said, with relief, ""They're still there.""",He didn't bother to look inside.,0
That alone was reason for celebration.,They had no reason to celebrate.,0
The best introduction to the Tuscan hill country is a tour of the famous vineyards that grace its southern-oriented slopes.,There is no way of visiting the Tucson hill.,0
it's just you know judging from what everyone else wears is how i determine,I just decide based on if someone is wearing pants.,1
"In the 1920s, the tempestuous time of Turkish liberation, these dances instantly became known as the classical styles.",The dances were extravagant and fun for their time. ,1
"The rock is surrounded by a richly worked wooden screen, and above it are stained-glass windows and black-and-gold mosaics, breathtaking in their beauty.",The rock is surrounded by nothing except desert sand.,0
A group of 9 men and women walking upstairs.,The group is invading Mars.,0
Montparnasse took over from Montmartre as the haunt of the avant-garde in the 1920s and still stakes a claim.,"Montparnasse still stakes a claim as a haunt of the avant-garde, attracking 30,000 people a year.",1
He has asked Congress to increase interdiction funding by 7 percent and international program funding by 25 percent in 1997.,He got the funding increase from Congress.,1
"But no, her zeal for good works was too great. ",She was very fond of good works.,1
He recommended a balance between the rigor of research and the application process that needs to happen.,He did not care for balance as long as they met their deadlines.,0
It's thought he used the same architect who worked on the Taj Mahal.,Everyone thinks he used a different architect from the one who worked on the Taj Mahal.,0
Clinton is trying to reverse assumptions not merely about what should happen but also about what will happen.,Clinton is determined to change everyone's minds. ,1
"The seventh season concluded after 15 episodes on December 17, 2003, and was written and directed by Trey Parker.","The seventh season concluded after 16 episodes on December 17, 2003, and was written and directed by Trey Parker.",0
A fully realized performance could go on for two or three hours (shorter in restaurant recitals).,Performances did not last longer than one hour.,0
Kids love L.A.; this is certainly one city where you will never run out of things to do or places to go to keep them amused.,Kids love Los Angeles because the weather is great and there is fun to be had outside.,1
we can't even well we're not even really supposed to wear jeans very often so it really doesn't vary that much from season to season since the office is kind of you know always the same temperature,"we're not supposed to wear jeans often, since the office is climate controller",1
Or to judge by the  Failing to nurse at night can lead to painful engorgement or even breast infection.,Mothers can go many hours without nursing.,0
"But there's also a cool complacency, an indifferent shrug.",There is a hot excitement.,0
That's about $170 million a year from Florida lawyers alone.,"The figure of $170 million is grossly exaggerated, as this is actually closer to the number for the entire country.",0
we got about eighteen miles a gallon,"We got eighteen miles a gallon going steady, but about fifteen if we want to speed up a bit.",1
"The proposal was embodied in legislative form as the Clear Skies Act, which was introduced in the House of Representatives as H.R.5266 and in the Senate as S.2815 in July 2002.",The 2002 Clear Skies Act was the embodiment of the proposal and was bi-partisan in nature.,1
" Health Care Financing Administration, Department of Health and Human  Medicare Program; Changes to the Hospital Inpatient Prospective Payment Systems and Fiscal Year 1997 Rates",The changes to the rates in health care financing are related to attempts to balance the budget and promote fiscal responsibility of administrators in the delivery of healthcare services at the federal level. ,1
"Dr. Sun Yat-sen's Memorial Hall honors the founder of the Chinese Revolution, flanked by his heroic statue in copper.","The Memorial Hall contains only pictures, no statues.",0
and she didn't act like it bothered her at all oh this happens all the time and we walked through the fence out the alleys or come to the back of the house you know and walked and i looked down both directions of the alley and i saw neither one of them and uh,"She wasn't bothered, but I couldn't find them and panicked.",1
i guess uh not not yeah i mean me yeah  you're absolutely right  i think it's a really a good thing i i like to see,You are beyond a doubt correct due to the extensive funding and research you conducted.,1
and there's a lot of graft like people trying to tell them oh giving them information that was free to them anyway if they just knew how to get it,People said the information cost them a lot.,0
"When Fernando died without an heir, the Spanish claimed the throne through a web of intermarriages between the two royal houses.",Fernando actually had a child but no one was told of that child's existence.,1
"That, too, seemed empty and deserted.",It had always been empty.  ,1
The remains of historic Kendal Castle overlook the town.,Kendal castle overlooks the small Japanese town.,1
Some patients treated in emergency departments need more intensive treatment such as inpatient or outpatient therapy or participation in self-help groups.,The ER gives patients everything they need.,0
"'Hell,' White said, and started zapping with his Gauntlet.",White started fighting to kill the opponents.,1
"The Vice President and his representatives have asserted that GAO lacks the statutory authority to examine the activities of the NEPDG, recognizing only GAOas authority to audit its financial transactions.",The Vice President is also personally upset and has expressed much anger over this issue. ,1
"Its two destinies come together in the Piazza del Duomo, where open-air cafe and ice cream parlors look up a long monumental staircase to the Arab-Norman campanile and polychrome mosaic facade of the Romanesque cathedral, built as a symbol of the republic's glory.",Piazza del Duomo does not have any food shops.,0
"Moreover, given the political damage the GOP has suffered by unilaterally impeaching Clinton, Republican leaders fear that the merits of their arguments will once again be drowned by charges of partisanship.",The GOP is not concerned that their impeachment of Clinton will bring charges of partisanship.,0
well good luck in your house hunting,Hope you enjoy the house you just got.,0
The event is remembered as El Grito de Lares (the cry of Lares).,They do not remember what happened in Lares.,0
well i can't use that as an excuse because i didn't do it before i had mine either so,I did do it before so I cannot use it as an excuse.,0
whether they want one one of the three choices,One of three choices in the election,1
yeah well i have heard a lot about Possum Kingdom,I have never heard of Possum Kingdom.,0
Not once in all the often breathless conversations I had with Isikoff over those weeks did I doubt for a minute that he believed Linda's story and the facts I was relaying to him regarding her ongoing documentation.,Linda's ongoing documentation related to her visa application.,1
well yeah yeah it's the that that particular one was a two day trip so what uh uh there's uh there's a outfitter and uh they haul you up to the headwaters come down about halfway and then you get to you spend the night and then uh the second day head on down to the to the pool at the end of the river,The outfitter will sell you any supplies you need.,1
yeah yeah well my three and half year old he really wants to have the pool out in the backyard you know so any day i mean all Winter long he's been wanting a pool in the backyard so i'm hoping you know that,He has no desire for a pool.,0
"The old warehouses have been transformed into upscale apartments and fashionable office buildings, and there is a buzz of chic commercial activity that has spawned smart restaurants and wine bars.",The old warehouses were a dampener on the prosperity of commercialization. ,1
GAO also issued over 160 reports detailing specific findings and made over 100 recommendations to agencies and to the President's Council on Year 2000 Conversion for improving the government's readiness.,The GAO issued roughly 170 reports about specific findings.,1
"Although in 88 b.c. , Mithradates made a swift and successful raid from the East across Asia Minor and the Aegean Islands, the next major power change brought influence from the West.",He raided from the West across Asia Minor.,0
Voters were asked whether they favoured extending the closing time to 10 pm.,Voters were asked whether they favoured continuing the closing of hotel bars at 6 pm or extending the closing time to 10 pm.,1
The girl! ,The boy is the subject of the situation.,0
That one of them fitted I know. ,I do not know whether any of them fitted.,0
i would hope yeah  i i think that's what they do i think they they give that to charity,I'm pretty sure they give the money from the candy sales to the children's hospital. ,1
They are all quotations from the Old Testament Book of Aunt Ruth.,None of these are quotations from the Old Testament Book of Aunt Ruth.,0
"A gray-haired woman wearing tan pants, a yellow and white jacket and sunglasses is sitting on a bench.",The woman has gray hair.,1
"Scottish kings came to favor the site, and it was James IV who decided to transform the simple lodgings into a true royal palace.","Many kings came to the place and loved it, but none thought it worthy enough to transform due to how far it was.",1
"Oh honey, gramps hasn't come up with that yet.","Gramps hasn't come up with that yet, because he was busy taking care of his grandchildren.",1
Derry was taken aback.,Derry was aghast at what he saw.,1
"John, I knew, had a horror of any kind of publicity, and was an easygoing optimist, who preferred never to meet trouble half-way. ",John had bad anxiety. ,1
"On the causeway leading off Old Church Lane is Prince Charlie's Cottage, where the Young Pretender stayed in 1745 while planning his strategy to defeat the English and retake the British throne.",The Young Pretender was a famous entertainer.,1
Beresford speaking.,Beresford is not speaking.,0
"Wine?""He gestured to a tray with waiting glasses.",He offered beer from the fridge.,0
yes i do i keep uh i have an American Express and a Visa card that i keep you know kind of for emergency purposes and i have you know i use a gasoline credit card which i you know pay off every every month,I have never had issues paying off my American Express or Visa credit cards.,1
"The Balearics, further neglected, were beset with poverty and outbreaks of disease.",The Balearics had been well treated and the people all had a high standard of living.,0
well neither of us are big wine d rinkers yeah we went out tonight and i had a you know i had a beer and and you know obviously since you know she's we're not we've been kind of laying off the alcohol since she's expecting and all that,"she can't drink anymore, but i still occasionally have a drink",1
"In his self-assessment for the 2001 performance appraisal cycle, the senior executive stated that he continues to use the RAC as a highly effective citizen advisory group that plays a significant role in land management deliberations.",RAC have no results about the activities through land management deliberations.,0
"Then, all the time, it was in the spill vase in Mrs. Inglethorp's bedroom, under our very noses? I cried. ",You mean to say it was stupid for us to look so far and hard when it was always right beside us?,1
"5) The Democrats are reaping what they sowed (after torturing Robert Bork, John Tower, and Clarence Thomas).",Democrats are replacing many Republicans because they were always very forceful in their approach.,1
there are some big big tall oak trees one across,There are some big and tall oaks over here in Arizona,1
if you're if you work for TCU,If you have not worked a single day in your life.,0
EPA has determined that the final rule will not have a significant economic impact on a substantial number of small entities.,The EPA has decided that the rule will destroy all small entities.,0
"If you have any questions regarding this report, please call me at (202) 512-4841.",I receive three phone calls a day asking about the report. ,1
"The site immediately returned Bradley's official site, a site for news about the 2000 presidential race, information about Medicaid, and books about Bradley.",Bradley's site was promotional and only showed information about his books.,0
"Individuals, who are not commuter aliens because they live on the U.S. side of the border, travel between Mexico and the United States to shop or visit family members as a daily routine of life.",Commuter aliens reside in the U.S.,0
uh being a former drug user,"Drugs were used in the past, but not now or in the future.",1
TEST SPECIES,The test species are mammalian. ,1
"As a sophomore, the 6-foot-1, 160-pound quarterback joined the freshman football team.",He joined the freshman football team senior year. ,0
"It is possible to imagine the activities of the population five centuries  officials going about the king's business or off to the tavern, children playing noisy street games, or  fishwives  on the street corners selling shucked oysters from the town of Leith (on the coast three miles away).",It's impossible to imagine what life was like then.,0
"The same pilot was later produced with a live cast (starring Van Johnson), but with no success.","The same pilot was later produced with a live cast (starring Van Johnson), but with every success.",0
Drew's puzzlement grew.,Drew was confused by their actions.,1
"It was Warm's secret that the majority of his time outside of the company, he also spent behind a desk.",Isn't it obvious that Warm doesn't even have a desk.,0
administrator responsibilities in recognition of the critical role of system,"The administrator responsibilities are fundamental, that's why they are so important.",1
"Spurred on by the  Hawaii Calls  live radio program broadcast weekly to the US, Canada, and Australia from Waikiki, millions fell under the spell of a new island paradise of surf and hula aimed at tourists.",There is a live radio program called Hawaii Calls that talks about life in Hawaii.,1
Tickets to shows and concerts can be booked either at the venue itself or (if paying with a major credit card) by telephone from ticket agencies such as Ticketmaster (Tel.,Show tickets can't be booked at the venue itself.,0
um well we've got a beautiful day and there are people out everywhere all of our neighbors are out scalping their lawn for the first time,"Today it's a beautiful day and there are people out everywhere, we should go out too",1
They adopted Egyptian gods as their own and did much to prolong Egyptian culture rather than simply converting it to Greek.,"They adopted Egyptian gods as their own, replacing their Greek gods.",1
"It's the plant equivalent of virgin birth--which is to say that they are all clones, propagated by cutting a shoot and planting it.",The plants are all grown from seeds.,0
Our work has also shown that agencies can do a better job of providing incentives to encourage employees to improve performance and achieve results.,Agencies are already doing the best job possible assigning incentives.,0
yeah well IBM doesn't fire anybody because uh what they do is they they put you in a different job,"IBM doesn't want to fire employees, because they like to have good reputation.",1
well of course there's this other one that i've i've talked to fairly regularly in Dallas um same thing her husband signed up for it and she's the one that does it,Her husband does most of it and I never get to talk to them.,0
and we do basically the same thing the state of Maryland has lost asked all the colleges and universities and some of the large organizations you know if they would definitely recycle their office paper,we didn't bother asking colleges to recycle their office paper,0
"Let me catch my breath.""  ",I need to think this over some more.,1
Leather goods have been extremely good value in Greece for many years.,You will often pay one third of what normal prices are.,1
"Apparently, he's a good guy, one of those players who is great about charities and really into his community.",The player completely disregards charities and his local community.,0
"'The only way to break a stalemate,' White said, 'is with a bold move.'",White said the man had done something bold to force a decision.,1
A gentleman on the phone at his desk while a child sits on his lap and draws on a sheet of paper,A woman is on a phone and her kit is playing with a sheet of paper.,0
"Major credit cards are accepted in almost all shops in the cities, but less so in the smaller towns.",Most people use their credit cards because this is an expensive city.,1
The background music (occasionally live) and the special decor complete the Latin theme.,"The music, when live, is usually played by a four-piece band.",1
"Accommodation options in Tanah Rata vary depending on your budget, with the upper tier offering international-class resorts such as Strawberry Park, to the moderately priced Cameronian Holiday Inn.",Strawberry Park is an example of a rundown motel.,0
She has helped me avoid a cutpurse who had clearly intended on robbing us and did it well before he came close.,She was helping me avoid being hurt while I was on my mission.,1
"They can say that, regardless of what the experts tell us, it's perfectly obvious that cheap care by relatives and neighbors shouldn't become the only feasible alternative for struggling mothers.","Although the Diocese believes differently, women should have better childcare alternatives.",1
"Three--count 'em--online weather stores, including the WeatherStore, hawk meteorological gizmos.",Three online weather stories hawk meteorological gizmos in an effort to supplement ad revenue.,1
"Look left down Bank Street to see the ornate facade of the Bank of Scotland headquarters, a symbol of the city's continuing important position in the financial world.",The Bank of Scotland isn't very important to the financial world. ,0
"The Ponte Vecchio is the most picturesque place to shop for pricey but gorgeous gold and silver jewelry, designed with centuries of learned expertise.","If you want cheap gold jewelry, go to The Ponte Vecchio.",0
"Oh, I see. ",I knew that.,1
The city is mostly made up of concrete blocks and row - housing.,"The city is mostly made up of concrete blocks and row-housing, but some people residing in Avedøre live in detached single-family houses with gardens.",1
"Yes and perhaps it doesn't, snarled Whittington.",Whittington felt unbothered and did not snarl at her or say anything.,0
 Partnerships and coalitions can help senior executives work collaboratively with their customers to ensure that the organization takes into account their multiple interests and achieves results.,Partnerships aim to make executives and customers fall in love with each other.,0
Each pays tribute to the other in reliefs on the interior walls.,"Only one relief appears on the walls, dedicated to the glory of Christ.",0
that nursing home life would not have been you know anything of her choosing of course she would she would not have been happy there at all but uh as it turned out the stroke took care of that concern for us,She would might have made new friends at the nursing home. ,1
"In Old Havana, magnificently restored colonial palaces and stately baroque churches and convents crowd pulsating squares.",Colonial palaces are being restored in Old Havana to attract tourists.,1
A happy little girl rides on the merry-go-round.,the girl was completely lost,0
"Away from the expressways and southeast from the Central Market lie the exotic offerings of Chinatown, within the boundaries of Jalan Sultan, Jalan Bandar (now known as Jalan Tun H. S. Lee), and especially along Jalan Petaling.",Chinatown is situated directly beside the expressways.,0
"United States General Accounting Office Washington, DC 20548","United States General Accounting Office Miami, FL 00295",0
yeah i i'm i'm pretty busy myself i'm in graduate school at  State and i,I'm studying public administration at State. ,1
I knew him and liked and respected him.,I never knew the man.,0
and they play a lot they play a lot longer season too,They have a shorter season.,0
Game-trackers will be out by this time in an attempt to locate the tiger's hunting ground for the evening safari.,The tigers will be eating their prey now.,1
"Large department stores and malls are to be found in most major cities, with night markets adding color while antiques shops brim with traditional handicrafts and Chinese antiques.",Night markets sell items you can't find in department stores.,1
Emmitt Smith yeah he's been doing real good i'm pretty impressed with him so far did he did he actually play in the Pro Bowl i remember he was like a backup and then somebody got injured and he was supposed to go,I think Emmitt Smith is a terrible player. ,0
"The 500cc race was known for being the distinguished Giacomo Agostini 's final victory in Grand Prix motorcycle competition, a record that still stands today.","The 500cc race was known for being the distinguished Giacomo Agostini's 122nd and final victory in Grand Prix motorcycle competition, a record that still stands today.",1
"All the styles of Cuba's delectable traditional music ee?ahabaneras, son, boleros, guarachas, guajiras, and more can be heard in every town's casa de la trova, usually a fine old building on or near the main square.",Cuba does not have delectable traditional music.,0
Data collection,It is not data collection,0
"2) By tracing the virus's journey from chimps to humans, we can learn how to recognize dangerous viruses earlier and prevent another HIV-type epidemic.",The HIV virus is difficult and complex to map. ,1
Offsetting collections are deducted from gross disbursements in calculating net outlays.,Offsetting collections include money gained from recycling aluminium cans.,1
"The Kentuckian had no idea of the passing of time; it was all part of the knowledge that slow movements, not swift ones, would prevent new panic.",The herd would startle if the Kentuckian moved past them too urgently.,1
of course charged those puppies up and it's oh boy when those bills start coming in they want a lot of money when you start getting them up there,they expect a lot of money from you when the electric bills start arriving,1
A splash of black blood streaked one cheek.,Demon blood streaked one cheek.,1
"From one point of view--mine-- Apt Pupil is unacceptable because it uses the Holocaust as dramatic fodder for a lame and shallow drama, but Hogan's Heroes is acceptable because its dimwitted POW humor steers clear of the Holocaust.",Hogan's Heroes made a drama about the Holocaust but it was not well-reserved.,1
"Here Pollock's camouflage palette, as Varnedoe notes, gives way to carnival.",Pollock uses the camouflage palette in most of his works.,1
Tuppence bent lower still.,Tuppence stood up.,0
"But in using Hitler to illustrate the threat of power passing into the hands of the masses, he ignores an important distinction between mass  those ruled by charismatic dictators, unchecked by popular representation; and those governed by democratic institutions.",Our president is just like Hitler.,0
i know we do that too you know and at the first year because i was from the city when we got married and the first year that we planted i couldn't figure out i mean the well the first year after,I've never lived in the city.,0
"My father said that this was a free country, that Ron Hoffman was hired as an economist not as a political flack for RN, and that he would not be fired because he disagreed with some aspect of Nixon policy.",My dad said that Hoffman would be fired because he agreed with what Nixon did.,0
Ano Vathi the older town sits on the hillside behind and is now bypassed by the new road system.,The only way to reach Ano Vathi is by hiking up a hillside.,1
"The F version was built in 1979, but ran during five races of the 1981 Formula One World Championship.","The F version was built in 1970, but ran during five races of the 1981 Formula One World Championship.",0
yeah its too open yeah and there's uh they have got some forty to fifty foot high cliffs around Possum Kingdom and you just get up and ski uh adjacent to those and uh and it doesn't make any difference how windy it is you don't notice it,Possum Kingdom attracts lots of skiers from all over the world.,1
um except i don't have a concern too much about the speed however because most of the applications i find are as fast as i am if not more so and i tend to notice it more when it comes down to an issue of peripherals uh at work i'm used to various batch printing capabilities and uh pretty high-speed output either laser printer uh,THe speed doesn't matter because I just use spreadsheets.,1
"You got yourself out of a tight place very well, he said gravely.","It's a good thing you got yourself out of that predicament or else you could have died, he said gravely.",1
A'deem admired the fine sculpted work of the nude woman on the swords hilt.,A'deem was turned on by the naked lady.,1
"In fiscal year 2000, it reported estimated improper Medicare Fee-for-Service payments of $11.",Fee-for-Service payments are higher than other forms of payments.,1
It is this package that allows a manufacturer to build the product in the manufacturing facility.,The manufacturing plant was small but the product was large. ,1
"It should have been disassembled and put back piece by piece, but there was no time for that.",It had been disassembled and could never be put back together. ,0
"In addition, the provisions requiring issuance of rules to allow process sources to opt in and establishing the small diesel refinery allowance allocation program (which ended in 1999) are removed.",The small diesel refinery allowance allocation program was brought back in the early 2000s.,1
Tuppence nodded at him with the air of one who has established a thorough understanding.,He was pleased with Tuppence being able to understand him.,1
"Band frontman James Murphy added "" I like dumb, short stuff. ""","Band frontman James Murphy has described the song as ""dumb"" but added ""I like dumb, short stuff.""",1
"But next to $500 billion, $750 million a year looks like a bargain.",$750 million is more money than $500 billion. ,0
The book's subtitle is Expanding Opportunities for Home Ownership.,Expanding Opportunities for Home Ownership is what the show was called.,0
LSC asked attendees to identify what they feel would be the next appropriate steps.,LSC was not interested in peoples opinions about what came next.,0
Specific grants awarded in 2002 went to North Dakota and Louisiana for technology staff dedicated to helping state planning bodies prepare statewide technology plans.,Grants totaling two million dollars were given to staff in North Dakota and Louisiana in 2002 to develop plans for technology.,1
"Where did you git them spurs? Drew turned, his lips shaped a name, tried again, and got it out as a hoarse whisper.",Drew did not give a name at all.,0
"You display a wide range of knowledge, so let me run something by you I have not seen you deal with  have you any ideas about making some serious money--fast?","Your range of knowledge is narrow, I will not bother with you.",0
uh-huh um-hum um-hum right right accessories uh-huh,The right scarves.,1
"Lastly, revenue and spending related to Puerto Rico, the Virgin Islands, and other U.S. territories are counted in the federal unified budget but not in NIPA.","The federal unified budget shows the revenue in Canada, exclusively.",0
MINIMUM REPORTING,The least amount of reporting needed to capture the story.,1
"The very remoteness of Tohoku was appealing to such religious groups as the Zen Buddhists, who espouse an ascetic, unworldly life and constructed some of the country's finest Buddhist temples in this northern part of Honshu.",Honshu is where Buddhism is most popular in Japan.,1
"Only, I mean it, Kirby, you walk soft and get back to the Range as quick as you can.""",Take your time getting to the Range today. ,0
I could've explained myself.,I could explain what I meant to say about my feelings.,1
well it yeah you can't get cash advances,You can get cash advances.,0
no no i know i'm so happy that i had mine had mine when i did and that i'm not having them now i think about it,It's more difficult to have them nowadays.,1
 Sather Karf looked far less well than when Dave had last seen him.,Dave was looking worse since he saw him.,0
It was deserved.,it was not deserved at all,0
um-hum uh-huh yeah see i've got a on my stereo i've got a a uh turntable and then i've got a dual cassette so i can record off other cassettes,I often make mixed tapes for friends.,1
"And if they did come, as remote as that is, you and your men look strong enough to handle anything.",The men were warriors.,1
"If the fight has been good and the kill clean, the presidente will award the torero one or both of the bull's ears and, for exceptional performances, the tail, too.",It is an extremely high honor to receive the tail of the bull from the presidente.,1
"Outside the big cities, make a habit of saying an appropriate Bonjour or Au revoir when entering or leaving a shop or cafe.",Saying Bonjour is only required while in big cities.,0
to uh to transmit the signals to have a backup some to back that that system up so that there is no no down time,The system is down a lot because there is no backup.,0
"According to the FFC study, opportunities exist to significantly reduce total project cost (TPC) by conducting an effective design review process.","According to the FBI study, opportunities exist to reduce the impact of hand guns.",0
going to i know,staying put i think,0
His own guys were falling asleep.,It had been a long day and his guys were tired.,1
"Hanson could see Sather Karf and Sersa Garm waiting outside, together with less than a hundred other warlocks.",The warlocks were ready to fight Hanson.,1
yeah well i wouldn't oh that would be hard,She thought the crime was not worth the jail time.,1
"Susan M. Hoffman, the pro bono coordinator at Washington, D.C.'s Crowell  and  Moring, regularly receives queries from non-profit organizations via email.",Hoffman coordinates pro bono and quid pro quo talks.,1
yeah the times are different yeah,"No, it's about the same. ",0
"We are assured of success?""","""We are going to fail, aren't we?""",0
These retained earnings are available to finance investment.,Investments must be financed in other ways than using retained earnings.,0
So it was an easy decision for me.,It only took me about a minute to decide.,1
"For example, it formats printouts for two or three columns a page, thus saving even more paper.",It only formats printouts for one column a page.,0
Appropriations that have been made available for apportionment but have not been used are recognized as unexpended appropriations in the entity's capital.,This only applies to appropriations that have been made available for three months at least.,1
uh-huh well you you think you're starting out well until you start paying all those bills uh apartment rent and,Inability to pay all of the bills lets you know that you're not doing well.,1
you know one i was what reading some place that the brake fluid you put brake fluid normally comes in just small little pint containers,Brake fluid is only in gallon jugs.,0
The Supreme Court has held that the First Amendment also protects independent expenditures . Individuals and organizations can spend as much as they want on a candidate's behalf as long as they don't coordinate their spending with the candidate.,The First Amendment says everyone should donate as much as they'd like.,1
"Bakaly, looking positively dyspeptic,  Uh.",Bakaly's irritated smiled looked positively dyspeptic. ,1
"By contrast, Nefertiti, the wife of Akhenaton, seems to have had her cranium artificially stretched for beauty's sake.",Nefertiti is not concerned about her beauty.,0
A man using a razor in front of a beach.,a gentleman shaves near the shoreline.,1
"The wine produced on the island was prized for many centuries, but a bout of Phylloxera disease killed the vines, and a large earthquake in 1965 destroyed the island's major settlement.","If the Phylloxera disease had never killed the vines, the island would still have flourished.",1
"We will examine, and reject. ","We will examine, but rejecting is out of the question.",0
"Most of the couture houses are concentrated on the Right Bank close by the rue du Faubourg-St-Honore (just le Faubourg to regular shoppers) and classier avenue Montaigne where designers Christian Lacroix, Chanel, Calvin Klein, Hermas, Christian Dior, Yves Saint Laurent, and Versace have shops.",The Right Bank is located million of miles from the couture houses. ,0
", that I was up to .67 Keillor Units, but that was just bravado and doesn't include royalties, speaking fees, catalog sales, ancillary rights, etc.",The Keillor Units included all possible earnings.,0
yeah this is the first time i've talked with someone up north really mostly i've been talking with people in Texas,yes this is my first time chatting with someone from up north I usually chat with people that live in the south,1
He sighed.,He laughed.,0
"Like a survey of Western art, among the most important collections are classical works by Fra Angelico, Van Eyck, Derer, Rembrandt, Hals, Titian, Van Dyck, and Rubens, and Impressionist works by Manet, Monet, Renoir, Gaugain, Toulouse-Lautrec, C??zanne, and Van Gogh, among many others.",The collection contains paintings by very few well known artists.,0
yeah yeah i watched that cause he was cute,I didn't watch that because I did not think he was so cute.,0
"David Lewis commented that during the last five years, patients have been bringing a great deal of information to medical encounters.","Before five years ago, patients wouldn't bring any information to medical encounters. ",1
oh we we were looking at those in a magazine last time we went we took our vacuum cleaner with us,"Last time we went, we left the vacuum cleaner at home.",0
for privacy fence so i did buy a a weed eater too and uh so i could get you know around uh around the wooden fences and um uh you know get all the weeds and stuff up out of there,I cannot stand all the weed around the wooden fences.,1
The risings have been going on for some time.,The risings are dangerous to everyone that's caught up in them.,1
"Or, Hey, Shuman, lay off the fatty, fried food, why doncha?",Shuman has to continue consuming fatty and fried food.,0
He glares at Starr as if he's a particularly vicious child molester.),He hates Starr because Starr betrayed him.,1
Development of the Alcohol Use Disorders Identification Test (AUDIT).,The test went through several verification steps.,1
see i joined uh when this one down here opened up i joined as a VIP and the VIP gives you uh oh gives you a diet a computerized diet and they go over all your health and all your history and they show you how everything to do and how to do it and the whole nine yards so it became part of the package so i went through it,I joined when the location opened because they gave you a big discount the first year.,1
"It carried low, economy priced brand name and company - designed apparel and accessories.","It carried low, budget or economy priced brand name and company-designed apparel and accessories.",1
"Sphinxes were guardian deitiesinEgyptianmythologyandthis was monumentalprotection,standing73 m (240 ft)longand20 m (66 feet) high.",Sphinxes were put in the tombs to protect the dead.,1
did you ever get any information on it like,Did you ever get any guidance on it?,1
Interstate 235 (abbreviated I-235) in Oklahoma is also known as the Centennial Expressway or the I-235 Central Expressway.,Interstate 235 (abbreviated I-235) in Oklahoma is also known as the Centennial Expressway or the I-236 Central Expressway.,1
so there's less you think now there's less of a a social movement and more individual movements lots of individual movements in a sense,"Thankfully, we've moved towards exclusively having social movements.",0
yeah people get up in the morning in that neighborhood and they've got this black ash on their cars  which you know seems to be,"Even off street parking is a pain with the black ash, it gets on everything.",1
A boy wearing a black shirt is playing a game at the arcade.,A boy is playing.,1
and uh a great disappointment for some people like myself,It was very uplifting for me.,0
"Farther away is Coloane, connected to Taipa by a causeway and a large land reclamation project.","They have run out of land on the main island, so they are working on creating new places to build on.",1
"Another favorite Republican cause is the Small Business Administration, which exists to make loans to companies that banks deem nonviable.","The SBA may or may not be a favorite Republican cause as far as the actual majority opinion of all Republicans- However, this person most likely cannot know that for certain.",1
But still Wendy Wasserstein eludes us.,Wendy Wasserstein has stopped eluding us.,0
"Therefore, it was not required to prepare an initial or final regulatory flexibility analysis under sections 603 and 604 of the Act.",Sections 603 and 604 of the Act expressly require that initial regulatory flexibility analysis be made.,0
"Suddenly he came out of his brown study, and hit the table such a resounding bang with his fist that every one jumped, the doctor most of all.",He was very calm when he came out of his study.,0
well let's see if you're in Plano and i'm in Plano are you in east Plano or west Plano,I am not in Plano and neither are you.,0
"Many of those exploited in the workplace are undocumented residents who believe they have no rights, while others are threatened with termination if they complain, she said.",All undocumented residents are aware that they have rights.,0
"Funchal is the single town of any size on the island, indeed in the whole of the archipelago.",There are many towns of the same size of Funchal on the islands.,0
"If it hits, there's a big syndication upside.",There are high chances that it will hit.,1
"A man in a black cap and black coat looks down while standing next to a woman wearing a blue scarf and gray coat, whose hair is in her eyes.",A man has a white cap.,0
"She said, ""Don't _you_ go.",She quieted.,0
"Although his study of adolescents found reductions in risky behavior and alcohol-related harm, he was disappointed to find no effect on drinking.",He studied adolescents and marjiuana.,0
"The history is so little known--and so fascinating--it could easily have served as this novel's point of departure, or the spine of a novel all its own.",It could have made a novel all it's own.,1
"Julius, upright, leant over the back of the car.",Julius sat down besides the car.,0
"Man in a black suit, white shirt and black bowtie playing an instrument with the rest of his symphony surrounding him.",Nobody has a suit,0
"Another older sister, Marilyn, is mentioned but never seen.","Another older sister, Marilyn, is mentioned but sometimes seen.",0
